ID,TEXT,SENTIMENT
511,Appreciation for life’s simple pleasures brings me peace.,positive
512,I celebrate the goodness in my life with a grateful heart.,positive
513,"Joy radiates from within me, lighting up my world.",positive
514,Every day is a fresh opportunity to embrace happiness.,positive
515,My spirit is uplifted by the beauty all around me.,positive
516,"Laughter fills my days, making life even more wonderful.",positive
517,The energy of happiness flows effortlessly through my being.,positive
518,My heart sings with delight at the simple joys of life.,positive
519,Smiling brings light not just to my day but to others too.,positive
520,The world is brimming with reasons to feel joyful.,positive
521,"Positivity is my choice, and it colors my experiences beautifully.",positive
522,I embrace each sunrise as a promise of endless possibilities.,positive
523,"I step forward with confidence, knowing I am capable of great things.",positive
524,Every challenge I face strengthens my resolve.,positive
525,"My dreams are valid, and I pursue them with passion.",positive
526,I am unstoppable when I set my heart on a goal.,positive
527,Bravery and determination lead me to success.,positive
528,"I am proud of my progress, no matter how small.",positive
529,I trust in my abilities to shape my own destiny.,positive
530,My resilience empowers me to overcome any obstacle.,positive
531,"I am meant to do incredible things, and I embrace my potential.",positive
532,"Confidence is my superpower, and I wear it boldly.",positive
533,Love fills every corner of my heart.,positive
534,I treat everyone with warmth and compassion.,positive
535,Acts of kindness bring meaning and fulfillment to my life.,positive
536,The love I give multiplies and returns to me abundantly.,positive
537,My soul glows with the joy of uplifting others.,positive
538,Helping others fills my life with deep satisfaction.,positive
539,I am surrounded by caring and thoughtful people.,positive
540,"The world is full of love, and I contribute to it every day.",positive
541,"Kindness is my language, and I speak it fluently.",positive
542,I embrace every opportunity to spread happiness.,positive
543,I evolve into a better version of myself every day.,positive
544,Each lesson I learn brings me closer to success.,positive
545,Hard work and dedication make my dreams a reality.,positive
546,I am always progressing toward greater achievements.,positive
547,My growth journey is beautiful and inspiring.,positive
548,"I welcome change, knowing it brings new opportunities.",positive
549,My efforts create a path to excellence.,positive
550,"Challenges refine me into a wiser, stronger person.",positive
551,My ambition fuels me to reach new heights.,positive
552,"I celebrate every step forward, no matter how small.",positive
553,"The future is bright, and I eagerly walk toward it.",positive
554,Every day is a fresh start filled with promise.,positive
555,Hope guides me toward beautiful possibilities.,positive
556,I trust that everything is working out in my favor.,positive
557,There is light even in the darkest moments.,positive
558,My heart is open to receiving all the good life has to offer.,positive
559,I embrace life’s surprises with excitement and optimism.,positive
560,"Miracles happen every day, and I welcome them with joy.",positive
561,The universe is always guiding me toward happiness.,positive
562,I believe in the magic of new beginnings.,positive
563,"My inner peace is unshakable, even in challenging times.",positive
564,Love and joy flow effortlessly into my life.,positive
565,"My thoughts are powerful, and I choose positivity.",positive
566,I create a life filled with abundance and happiness.,positive
567,I am resilient and can handle anything that comes my way.,positive
568,"I shine brightly, sharing my happiness with the world.",positive
569,I am free to explore and create my own destiny.,positive
570,"Every day, I grow wiser, stronger, and more fulfilled.",positive
571,I choose to surround myself with joy and laughter.,positive
572,My life is a reflection of all the love I give and receive.,positive
573,I embrace life’s journey with an open heart.,positive
574,I am constantly learning and expanding my potential.,positive
575,The love I share returns to me tenfold.,positive
576,I find beauty in the smallest moments of life.,positive
577,My soul is at peace with where I am right now.,positive
578,I trust myself to make the right decisions.,positive
579,"Happiness is my natural state, and I welcome it fully.",positive
580,"I am proud of my achievements, no matter how small.",positive
581,I fill my heart with gratitude and appreciation.,positive
582,"I radiate warmth, kindness, and positivity.",positive
583,I let go of worries and focus on the present moment.,positive
584,I inspire others with my positivity and resilience.,positive
585,Every interaction I have is filled with joy and kindness.,positive
586,I attract wonderful people and experiences into my life.,positive
587,My happiness is contagious and spreads to those around me.,positive
588,The best moments of my life are still ahead of me.,positive
589,My dreams are becoming a reality one step at a time.,positive
590,I create happiness in my life through love and gratitude.,positive
591,Every breath I take is a reminder of how precious life is.,positive
592,"I am strong, confident, and worthy of success.",positive
593,"The world is a beautiful place, and I am grateful to be part of it.",positive
594,"I find joy in the journey, not just the destination.",positive
595,My heart is full of appreciation for all the love in my life.,positive
596,Each day brings new opportunities to shine.,positive
597,I allow myself to enjoy life’s simple pleasures.,positive
598,"I am surrounded by beauty, love, and inspiration.",positive
599,My life is filled with infinite possibilities and excitement.,positive
600,I make the world a better place just by being myself.,positive
601,"Happiness is my choice, and I embrace it wholeheartedly.",positive
602,"I am truly blessed, and I cherish every moment.",positive
603,The sky is blue today.,neutral
604,I have a meeting at 10 AM.,neutral
605,She bought a new book yesterday.,neutral
606,The train arrives at 5 PM.,neutral
607,I need to buy some groceries.,neutral
608,He is watching TV in the living room.,neutral
609,The restaurant opens at noon.,neutral
610,My phone battery is low.,neutral
611,This shirt is made of cotton.,neutral
612,The cat is sleeping on the couch.,neutral
613,The package arrived this morning.,neutral
614,The weather is mild today.,neutral
615,The coffee shop is on the next street.,neutral
616,I usually go to bed at 11 PM.,neutral
617,The lights are on in the hallway.,neutral
618,My brother is in the kitchen.,neutral
619,The teacher assigned homework for tomorrow.,neutral
620,This laptop is two years old.,neutral
621,The keys are on the table.,neutral
622,I heard a song on the radio.,neutral
623,There are three chairs in the room.,neutral
624,She is reading a newspaper.,neutral
625,My bag is in the car.,neutral
626,The store closes at 9 PM.,neutral
627,I will take the bus to work.,neutral
628,The fridge is full.,neutral
629,He is wearing a blue jacket.,neutral
630,The floor is clean.,neutral
631,This pencil is sharp.,neutral
632,The lamp is next to the sofa.,neutral
633,We ate lunch at 1 PM.,neutral
634,The book is on the shelf.,neutral
635,There are five apples in the basket.,neutral
636,The fan is turned on.,neutral
637,My shoes are in the closet.,neutral
638,She is listening to music.,neutral
639,The printer is out of ink.,neutral
640,My glasses are on the desk.,neutral
641,The street is quiet at night.,neutral
642,The ticket counter is open.,neutral
643,The file is on my computer.,neutral
644,There are seven days in a week.,neutral
645,I need to set an alarm for tomorrow.,neutral
646,The cup is empty.,neutral
647,The dog is barking outside.,neutral
648,The doorbell rang a moment ago.,neutral
649,My laptop needs to be charged.,neutral
650,The traffic light is red.,neutral
651,I parked my car near the office.,neutral
652,The table has four legs.,neutral
653,There is a mirror on the wall.,neutral
654,My watch is running slow.,neutral
655,The paper is blank.,neutral
656,The teacher is writing on the board.,neutral
657,The water is boiling.,neutral
658,The towel is wet.,neutral
659,The calendar is on the wall.,neutral
660,The elevator is going up.,neutral
661,There is a bus stop near my house.,neutral
662,The ATM is out of cash.,neutral
663,The ground is dry.,neutral
664,My window is open.,neutral
665,The bookshelf is made of wood.,neutral
666,The suitcase is heavy.,neutral
667,The TV remote is missing.,neutral
668,My coffee is getting cold.,neutral
669,The door is slightly open.,neutral
670,The microwave is beeping.,neutral
671,The fridge door is open.,neutral
672,The wall clock stopped working.,neutral
673,My socks are mismatched.,neutral
674,The car needs fuel.,neutral
675,The bakery sells fresh bread.,neutral
676,The tap water is clean.,neutral
677,The laundry machine is running.,neutral
678,The chair is comfortable.,neutral
679,My internet connection is slow.,neutral
680,The restaurant serves Italian food.,neutral
681,The sun sets in the west.,neutral
682,The road is under construction.,neutral
683,There is a fly in the room.,neutral
684,The curtains are blue.,neutral
685,The grass is green.,neutral
686,The air conditioner is on.,neutral
687,The kettle is whistling.,neutral
688,The plane has landed.,neutral
689,The newspaper is on the table.,neutral
690,The tea is too hot to drink.,neutral
691,My phone is ringing.,neutral
692,The bank is open on weekdays.,neutral
693,The clock shows the wrong time.,neutral
694,The bus was late today.,neutral
695,The document is saved on my laptop.,neutral
696,There is a call waiting on my phone.,neutral
697,My shoes are too tight.,neutral
698,The power went out for a few minutes.,neutral
699,The vending machine is out of order.,neutral
700,My charger is plugged in.,neutral
701,"This job is pure hell, I can't take it anymore.",negative
702,"My life feels like hell right now, everything is falling apart.",negative
703,Dealing with him is like going through hell every day.,negative
704,"It was a hell of a mistake, and now we’re paying the price.",negative
705,"The traffic today was hell, it took me hours to get home.",negative
706,I feel like I'm trapped in hell with no way out.,negative
707,"This weather is hell, I hate it so much.",negative
708,His attitude makes working with him a living hell.,negative
709,Going to that place again? Hell no!,negative
710,"Hell, I’ve never felt this miserable before.",negative
711,"That was a really bad idea, now we’re in trouble.",negative
712,"This food tastes so bad, I can’t even swallow it.",negative
713,"It was a bad decision, and now everything is ruined.",negative
714,"The smell in here is really bad, I feel like throwing up.",negative
715,"We got bad service at that restaurant, I’m never going back.",negative
716,I have a really bad headache from all this stress.,negative
717,"That was a bad movie, I wasted my time watching it.",negative
718,She made a bad impression on everyone at the meeting.,negative
719,This bad weather is ruining all our plans.,negative
720,"I got a bad feeling about this situation, it’s not going to end well.",negative
721,"That dish looks absolutely gross, I don’t even want to try it.",negative
722,"The bathroom was so gross, I almost gagged.",negative
723,"His behavior is just gross, I can't stand him.",negative
724,"The way he eats is so gross, I lost my appetite.",negative
725,There was something gross floating in my drink!,negative
726,"That story was gross, I wish I never heard it.",negative
727,"This place is gross, I can’t believe people actually live here.",negative
728,"Her attitude is gross, she’s so rude to everyone.",negative
729,"I stepped on something gross, and now my shoes are ruined.",negative
730,"The smell coming from the kitchen was gross, I had to leave",negative
731,"This traffic is hell, I’m going to be late again.",negative
732,"That party was so bad, I wish I never went.",negative
733,"His attitude is just gross, I can’t believe people like him.",negative
734,I can’t believe I made such a dumb decision.,negative
735,"Fuck, I forgot my keys inside the car!",negative
736,"This project is a living hell, I want it to be over.",negative
737,"That was a really bad movie, I regret watching it.",negative
738,"His room is so gross, I don’t know how he lives there.",negative
739,It was dumb of me to trust him again.,negative
740,"Fuck, my phone just died in the middle of an important call.",negative
741,"This exam is hell, I don’t know any of the answers.",negative
742,"That’s a bad deal, you shouldn’t take it.",negative
743,"This drink tastes gross, I think it’s expired.",negative
744,I can’t believe how dumb he acted at the meeting.,negative
745,"Fuck, I have way too much work to do.",negative
746,It’s hell trying to get through this traffic.,negative
747,"This food is so bad, I feel sick.",negative
748,"The way they treat people is gross, I hate it.",negative
749,"I did something dumb, and now I regret it.",negative
750,"Fuck, I just deleted my entire project by accident!",negative
751,"That place is hell on earth, I never want to go back.",negative
752,"I got really bad news today, and I don’t know what to do.",negative
753,"The garbage outside smells gross, I can’t breathe.",negative
754,"That was a dumb response, now he looks foolish.",negative
755,"Fuck, I completely forgot about the deadline.",negative
756,"This work schedule is hell, I have no free time.",negative
757,I have a bad feeling about this trip.,negative
758,"That bathroom was gross, I had to hold my breath.",negative
759,I made a dumb financial decision and lost money.,negative
760,"Fuck, my flight just got canceled at the last minute.",negative
761,"This week has been absolute hell, I need a break.",negative
762,The service at that restaurant was really bad.,negative
763,"The way they cook meat here is gross, it’s undercooked.",negative
764,It was dumb to ignore all the warning signs.,negative
765,"Fuck, my car just broke down in the middle of nowhere.",negative
766,"That exam was hell, I don’t think I passed.",negative
767,"The customer service here is so bad, I’ll never shop here again",negative
768,"This place smells gross, I need to leave.",negative
769,It’s dumb how they keep changing the rules at the last minute,negative
770,"Fuck, I just realized I sent the wrong email to my boss.",negative
771,"Working with him is hell, he’s so difficult.",negative
772,"The food was bad and overpriced, what a waste of money.",negative
773,"The sight of that injury was gross, I almost fainted.",negative
774,"I made a dumb decision, and now I have to fix it.",negative
775,"Fuck, my laptop won’t turn on!",negative
776,"That place is hell, I’ll never go back.",negative
777,"The quality of this product is really bad, I want a refund.",negative
778,"His attitude is gross, I don’t want to talk to him anymore.",negative
779,I feel dumb for trusting her after what she did.,negative
780,"Fuck, I accidentally deleted all my files",negative
781,"That was a really dumb mistake, now we’re stuck.",negative
782,I can’t believe he said something so dumb in front of everyone.,negative
783,"This whole idea is dumb, it will never work.",negative
784,She made a dumb excuse for being late again.,negative
785,"That rule is dumb, it doesn’t even make sense.",negative
786,It was dumb of me to trust him again after what he did.,negative
787,"This dumb computer keeps crashing, I hate it.",negative
788,He made a dumb comment that offended everyone in the room.,negative
789,It’s dumb how they expect us to finish all this work in one day.,negative
790,I can’t believe I made such a dumb mistake on the test.,negative
791,I feel completely hopeless about the future.,negative
792,Nothing ever goes right in my life.,negative
793,This is the worst experience I’ve ever had.,negative
794,I hate how everything keeps going wrong.,negative
795,That decision ruined everything.,negative
796,"I can’t believe I trusted him, what a mistake.",negative
797,Everything about today was awful.,negative
798,I feel stuck in an endless cycle of failure.,negative
799,That was the biggest waste of time ever.,negative
800,I don’t think things will ever get better,negative
801,I feel so happy when I am with my friends.,positive
802,The news of my promotion made me joyful.,positive
803,Her cheerful attitude brightens everyone’s day.,positive
804,Walking on the beach at sunset is a blissful experience.,positive
805,He was ecstatic when he won the championship.,positive
806,Their reunion after years was a jubilant occasion.,positive
807,I am content with the simple joys of life.,positive
808,Meditation brings a serene sense of peace.,positive
809,Her radiant smile lit up the entire room.,positive
810,Spending time with my loved ones is truly delightful,positive
811,I feel so loving when I help others.,positive
812,The couple shared an affectionate hug.,positive
813,His passionate speech inspired the audience.,positive
814,She gave her friend a tender look of understanding.,positive
815,His caring nature makes him a great friend.,positive
816,She is one of the most compassionate people I know.,positive
817,He is devoted to making the world a better place.,positive
818,Their adoring gaze showed how much they loved each other.,positive
819,It was a heartwarming moment when they helped the old man.,positive
820,She left a sweet note on my desk to brighten my day.,positive
821,I feel so grateful for all the opportunities in my life.,positive
822,We should always be thankful for the kindness we receive.,positive
823,He gave an appreciative nod after receiving the award.,positive
824,I feel truly blessed to have such wonderful friends.,positive
825,Helping others is the most rewarding experience.,positive
826,My job is so fulfilling because I get to help people.,positive
827,The lessons I learned from my mentor are valuable.,positive
828,Spending time with family is always worthwhile.,positive
829,Traveling around the world has been an enriching experience.,positive
830,A good friendship is a precious gift.,positive
831,His story was so inspiring that I decided to follow my dreams.,positive
832,The teacher’s words were encouraging to the students.,positive
833,The speech was uplifting and filled me with hope.,positive
834,A good mentor can be very empowering.,positive
835,Her journey to success is truly motivational.,positive
836,He is driven to succeed no matter what.,positive
837,She is so ambitious and always sets high goals.,positive
838,His determined attitude helped him overcome all obstacles.,positive
839,I feel so strong and capable today.,positive
840,Being confident helps you achieve anything you set your mind to.,positive
841,Hard work makes people successful.,positive
842,She was triumphant after years of struggle.,positive
843,The team was victorious in the finals.,positive
844,He felt accomplished after completing the marathon.,positive
845,His work was celebrated by the entire industry.,positive
846,The scientist made a remarkable discovery.,positive
847,His performance was truly outstanding.,positive
848,She is an exceptional leader.,positive
849,His ideas were brilliant and innovative.,positive
850,He is considered a genius in his field.,positive
851,My best friend is always so friendly and welcoming.,positive
852,Having a supportive family makes life easier.,positive
853,A true friend is always trustworthy.,positive
854,She is loyal and stands by my side no matter what.,positive
855,His genuine kindness touched my heart.,positive
856,A compassionate friend is a treasure.,positive
857,He is so understanding and listens without judgment.,positive
858,Her kindhearted gestures always make my day.,positive
859,The atmosphere at the party was so warm and inviting.,positive
860,Their relationship is based on harmonious understanding.,positive
861,I feel hopeful about my future.,positive
862,She remains optimistic even in tough times.,positive
863,His positive mindset is contagious.,positive
864,A bright future awaits those who work hard.,positive
865,The results are looking promising so far.,positive
866,The economy is flourishing with new businesses.,positive
867,His career is thriving thanks to his efforts.,positive
868,Their company is rising to new heights.,positive
869,Our spirits are soaring with excitement.,positive
870,The children were eager to start their new adventure.,positive
871,A peaceful mind leads to a happy life.,positive
872,The lake was tranquil and still.,positive
873,Soft music is so soothing after a long day.,positive
874,The meditation left me feeling calm.,positive
875,A good book is very relaxing.,positive
876,A hug from a loved one is always comforting.,positive
877,His voice was so gentle and reassuring.,positive
878,The sunset painted a mellow glow over the sky.,positive
879,Their meeting was completely serendipitous.,positive
880,The music and decor created a harmonious ambiance.,positive
881,I feel lucky to have such great friends.,positive
882,We are so fortunate to live in a peaceful country.,positive
883,The company is experiencing a prosperous period.,positive
884,Their business venture turned out to be abundant.,positive
885,She feels blessed every day.,positive
886,Their harvest was bountiful this season.,positive
887,The startup is thriving beyond expectations.,positive
888,He became wealthy through smart investments.,positive
889,That necklace is my lucky charm.,positive
890,This weather is absolutely favorable for a picnic.,positive
891,The amusement park is so exciting!,positive
892,Skydiving was the most thrilling experience of my life.,positive
893,That movie was so entertaining!,positive
894,Our road trip was truly adventurous.,positive
895,The concert was fantastic beyond words.,positive
896,The sunset was an amazing sight.,positive
897,The fireworks display was wonderful.,positive
898,The view from the top was spectacular.,positive
899,The palace looked absolutely magnificent.,positive
900,His talent is nothing short of phenomenal.,positive
901,The sky is blue today.,neutral
902,She is reading a book.,neutral
903,They went to the grocery store.,neutral
904,The car is parked outside.,neutral
905,He has a laptop on his desk.,neutral
906,The phone is ringing.,neutral
907,We watched a movie last night.,neutral
908,The table is made of wood.,neutral
909,She wore a red jacket.,neutral
910,The coffee is hot.,neutral
911,The dog is sleeping on the couch.,neutral
912,He ate lunch at noon.,neutral
913,The clock shows 3 PM.,neutral
914,They visited the park yesterday.,neutral
915,The water is clear.,neutral
916,She wrote a note.,neutral
917,The book is on the shelf.,neutral
918,The train arrived at 5 PM.,neutral
919,He drank a glass of water.,neutral
920,The sun is shining.,neutral
921,The phone battery is low.,neutral
922,She sent an email this morning.,neutral
923,The chair is comfortable.,neutral
924,They played soccer in the field.,neutral
925,The movie theater is crowded.,neutral
926,He has a pen in his pocket.,neutral
927,The car needs gas.,neutral
928,She opened the window.,neutral
929,The website is loading slowly.,neutral
930,They are working on a project.,neutral
931,The grass is green.,neutral
932,He wears glasses.,neutral
933,The library has many books.,neutral
934,She took a photo.,neutral
935,The street is busy.,neutral
936,He is listening to music.,neutral
937,The bag is full of books.,neutral
938,They went hiking last weekend.,neutral
939,The ice cream is melting.,neutral
940,She cooked dinner last night.,neutral
941,The laptop is charging.,neutral
942,He walked to the store.,neutral
943,The television is on.,neutral
944,The painting is colorful.,neutral
945,They drank coffee at the café.,neutral
946,She cleaned her room.,neutral
947,The movie was long.,neutral
948,He wrote a letter.,neutral
949,The car is in the garage.,neutral
950,They are planning a trip.,neutral
951,The clock is ticking.,neutral
952,She painted a picture.,neutral
953,The kitchen is clean.,neutral
954,The bag is heavy.,neutral
955,He rode his bike to school.,neutral
956,The phone screen is cracked.,neutral
957,They celebrated a birthday.,neutral
958,The mailman delivered the package.,neutral
959,She tied her shoelaces.,neutral
960,The restaurant is open.,neutral
961,The door is locked.,neutral
962,He played the guitar.,neutral
963,The weather is mild.,neutral
964,They traveled to a new city.,neutral
965,She wore a hat.,neutral
966,The newspaper is on the table.,neutral
967,He drank tea in the morning.,neutral
968,The garden has flowers.,neutral
969,They went to the beach.,neutral
970,The bus arrived late.,neutral
971,She typed a message.,neutral
972,The fridge is full.,neutral
973,He adjusted his tie.,neutral
974,The kids are playing outside.,neutral
975,The phone is on the table.,neutral
976,They cleaned the garage.,neutral
977,She closed the door.,neutral
978,The storm passed quickly.,neutral
979,The paper is white.,neutral
980,He bought a new watch.,neutral
981,The ice is cold.,neutral
982,They visited a museum.,neutral
983,The lamp is bright.,neutral
984,She found her keys.,neutral
985,The carpet is soft.,neutral
986,He played chess with a friend.,neutral
987,The phone rang twice.,neutral
988,They ate breakfast together.,neutral
989,The computer is slow.,neutral
990,She found a coin on the ground.,neutral
991,The car is dirty.,neutral
992,He wore a blue shirt.,neutral
993,The boat is floating.,neutral
994,They went shopping for clothes.,neutral
995,The picture is framed.,neutral
996,She opened the door slowly.,neutral
997,The ice cream is sweet.,neutral
998,He packed his bag.,neutral
999,The notebook is on the desk.,neutral
1000,They took a group photo.,neutral
